Category Code,Diagnosis Code,Full Code,Abbreviated Description,Full Description,Category Title
J051,1,J0511,Acute epiglottitis with obstruction,Acute epiglottitis with obstruction,Acute epiglottitis
J06,0,J060,Acute laryngopharyngitis,Acute laryngopharyngitis,Acute upper respiratory infections of multiple and unspecified sites
J06,9,J069,"Acute upper respiratory infection, unspecified","Acute upper respiratory infection, unspecified",Acute upper respiratory infections of multiple and unspecified sites
J09X,1,J09X1,Influenza due to ident novel influenza A virus w pneumonia,Influenza due to identified novel influenza A virus with pneumonia,Influenza due to identified novel influenza A virus
J09X,2,J09X2,Flu due to ident novel influenza A virus w oth resp manifest,Influenza due to identified novel influenza A virus with other respiratory manifestations,Influenza due to identified novel influenza A virus
J09X,3,J09X3,Influenza due to ident novel influenza A virus w GI manifest,Influenza due to identified novel influenza A virus with gastrointestinal manifestations,Influenza due to identified novel influenza A virus
J09X,9,J09X9,Flu due to ident novel influenza A virus w oth manifest,Influenza due to identified novel influenza A virus with other manifestations,Influenza due to identified novel influenza A virus
J100,0,J1000,Flu due to oth ident flu virus w unsp type of pneumonia,Influenza due to other identified influenza virus with unspecified type of pneumonia,Influenza due to other identified influenza virus with pneumonia
J100,1,J1001,Flu due to oth ident flu virus w same oth ident flu virus pn,Influenza due to other identified influenza virus with the same other identified influenza virus pneumonia,Influenza due to other identified influenza virus with pneumonia
J100,8,J1008,Influenza due to oth ident influenza virus w oth pneumonia,Influenza due to other identified influenza virus with other specified pneumonia,Influenza due to other identified influenza virus with pneumonia
J101,,J101,Flu due to oth ident influenza virus w oth resp manifest,Influenza due to other identified influenza virus with other respiratory manifestations,Influenza due to other identified influenza virus with other respiratory manifestations
J102,,J102,Influenza due to oth ident influenza virus w GI manifest,Influenza due to other identified influenza virus with gastrointestinal manifestations,Influenza due to other identified influenza virus with gastrointestinal manifestations
J108,1,J1081,Influenza due to oth ident influenza virus w encephalopathy,Influenza due to other identified influenza virus with encephalopathy,Influenza due to other identified influenza virus with other manifestations
J108,2,J1082,Influenza due to oth ident influenza virus w myocarditis,Influenza due to other identified influenza virus with myocarditis,Influenza due to other identified influenza virus with other manifestations
J108,3,J1083,Influenza due to oth ident influenza virus w otitis media,Influenza due to other identified influenza virus with otitis media,Influenza due to other identified influenza virus with other manifestations
J108,9,J1089,Influenza due to oth ident influenza virus w oth manifest,Influenza due to other identified influenza virus with other manifestations,Influenza due to other identified influenza virus with other manifestations
J110,0,J1100,Flu due to unidentified flu virus w unsp type of pneumonia,Influenza due to unidentified influenza virus with unspecified type of pneumonia,Influenza due to unidentified influenza virus with pneumonia
J110,8,J1108,Flu due to unidentified flu virus w specified pneumonia,Influenza due to unidentified influenza virus with specified pneumonia,Influenza due to unidentified influenza virus with pneumonia
J111,,J111,Flu due to unidentified influenza virus w oth resp manifest,Influenza due to unidentified influenza virus with other respiratory manifestations,Influenza due to unidentified influenza virus with other respiratory manifestations
J112,,J112,Influenza due to unidentified influenza virus w GI manifest,Influenza due to unidentified influenza virus with gastrointestinal manifestations,Influenza due to unidentified influenza virus with gastrointestinal manifestations
J118,1,J1181,Flu due to unidentified influenza virus w encephalopathy,Influenza due to unidentified influenza virus with encephalopathy,Influenza due to unidentified influenza virus with other manifestations
J118,2,J1182,Influenza due to unidentified influenza virus w myocarditis,Influenza due to unidentified influenza virus with myocarditis,Influenza due to unidentified influenza virus with other manifestations
J118,3,J1183,Influenza due to unidentified influenza virus w otitis media,Influenza due to unidentified influenza virus with otitis media,Influenza due to unidentified influenza virus with other manifestations
J118,9,J1189,Influenza due to unidentified influenza virus w oth manifest,Influenza due to unidentified influenza virus with other manifestations,Influenza due to unidentified influenza virus with other manifestations
J12,0,J120,Adenoviral pneumonia,Adenoviral pneumonia,"Viral pneumonia, not elsewhere classified"
J12,1,J121,Respiratory syncytial virus pneumonia,Respiratory syncytial virus pneumonia,"Viral pneumonia, not elsewhere classified"
J12,2,J122,Parainfluenza virus pneumonia,Parainfluenza virus pneumonia,"Viral pneumonia, not elsewhere classified"
J12,3,J123,Human metapneumovirus pneumonia,Human metapneumovirus pneumonia,"Viral pneumonia, not elsewhere classified"
J128,1,J1281,Pneumonia due to SARS-associated coronavirus,Pneumonia due to SARS-associated coronavirus,Other viral pneumonia
J128,9,J1289,Other viral pneumonia,Other viral pneumonia,Other viral pneumonia
J129,,J129,"Viral pneumonia, unspecified","Viral pneumonia, unspecified","Viral pneumonia, unspecified"
J13,,J13,Pneumonia due to Streptococcus pneumoniae,Pneumonia due to Streptococcus pneumoniae,Pneumonia due to Streptococcus pneumoniae
J14,,J14,Pneumonia due to Hemophilus influenzae,Pneumonia due to Hemophilus influenzae,Pneumonia due to Hemophilus influenzae
J15,0,J150,Pneumonia due to Klebsiella pneumoniae,Pneumonia due to Klebsiella pneumoniae,"Bacterial pneumonia, not elsewhere classified"
J15,1,J151,Pneumonia due to Pseudomonas,Pneumonia due to Pseudomonas,"Bacterial pneumonia, not elsewhere classified"
J152,0,J1520,"Pneumonia due to staphylococcus, unspecified","Pneumonia due to staphylococcus, unspecified",Pneumonia due to staphylococcus
J1521,1,J15211,Pneumonia due to methicillin suscep staph,Pneumonia due to Methicillin susceptible Staphylococcus aureus,Pneumonia due to staphylococcus aureus
J1521,2,J15212,Pneumonia due to Methicillin resistant Staphylococcus aureus,Pneumonia due to Methicillin resistant Staphylococcus aureus,Pneumonia due to staphylococcus aureus
J1529,,J1529,Pneumonia due to other staphylococcus,Pneumonia due to other staphylococcus,Pneumonia due to other staphylococcus
J153,,J153,"Pneumonia due to streptococcus, group B","Pneumonia due to streptococcus, group B","Pneumonia due to streptococcus, group B"
J154,,J154,Pneumonia due to other streptococci,Pneumonia due to other streptococci,Pneumonia due to other streptococci
J155,,J155,Pneumonia due to Escherichia coli,Pneumonia due to Escherichia coli,Pneumonia due to Escherichia coli
J156,,J156,Pneumonia due to other Gram-negative bacteria,Pneumonia due to other Gram-negative bacteria,Pneumonia due to other Gram-negative bacteria
J157,,J157,Pneumonia due to Mycoplasma pneumoniae,Pneumonia due to Mycoplasma pneumoniae,Pneumonia due to Mycoplasma pneumoniae
J158,,J158,Pneumonia due to other specified bacteria,Pneumonia due to other specified bacteria,Pneumonia due to other specified bacteria
J159,,J159,Unspecified bacterial pneumonia,Unspecified bacterial pneumonia,Unspecified bacterial pneumonia
J16,0,J160,Chlamydial pneumonia,Chlamydial pneumonia,"Pneumonia due to other infectious organisms, not elsewhere classified"
J16,8,J168,Pneumonia due to other specified infectious organisms,Pneumonia due to other specified infectious organisms,"Pneumonia due to other infectious organisms, not elsewhere classified"
J17,,J17,Pneumonia in diseases classified elsewhere,Pneumonia in diseases classified elsewhere,Pneumonia in diseases classified elsewhere
J18,0,J180,"Bronchopneumonia, unspecified organism","Bronchopneumonia, unspecified organism","Pneumonia, unspecified organism"
J18,1,J181,"Lobar pneumonia, unspecified organism","Lobar pneumonia, unspecified organism","Pneumonia, unspecified organism"
J18,2,J182,"Hypostatic pneumonia, unspecified organism","Hypostatic pneumonia, unspecified organism","Pneumonia, unspecified organism"
J18,8,J188,"Other pneumonia, unspecified organism","Other pneumonia, unspecified organism","Pneumonia, unspecified organism"
J18,9,J189,"Pneumonia, unspecified organism","Pneumonia, unspecified organism","Pneumonia, unspecified organism"
J20,0,J200,Acute bronchitis due to Mycoplasma pneumoniae,Acute bronchitis due to Mycoplasma pneumoniae,Acute bronchitis
J20,1,J201,Acute bronchitis due to Hemophilus influenzae,Acute bronchitis due to Hemophilus influenzae,Acute bronchitis
J20,2,J202,Acute bronchitis due to streptococcus,Acute bronchitis due to streptococcus,Acute bronchitis
J20,3,J203,Acute bronchitis due to coxsackievirus,Acute bronchitis due to coxsackievirus,Acute bronchitis
J20,4,J204,Acute bronchitis due to parainfluenza virus,Acute bronchitis due to parainfluenza virus,Acute bronchitis
J20,5,J205,Acute bronchitis due to respiratory syncytial virus,Acute bronchitis due to respiratory syncytial virus,Acute bronchitis
J20,6,J206,Acute bronchitis due to rhinovirus,Acute bronchitis due to rhinovirus,Acute bronchitis
J20,7,J207,Acute bronchitis due to echovirus,Acute bronchitis due to echovirus,Acute bronchitis
J20,8,J208,Acute bronchitis due to other specified organisms,Acute bronchitis due to other specified organisms,Acute bronchitis
J20,9,J209,"Acute bronchitis, unspecified","Acute bronchitis, unspecified",Acute bronchitis
J21,0,J210,Acute bronchiolitis due to respiratory syncytial virus,Acute bronchiolitis due to respiratory syncytial virus,Acute bronchiolitis
J21,1,J211,Acute bronchiolitis due to human metapneumovirus,Acute bronchiolitis due to human metapneumovirus,Acute bronchiolitis
J21,8,J218,Acute bronchiolitis due to other specified organisms,Acute bronchiolitis due to other specified organisms,Acute bronchiolitis
J21,9,J219,"Acute bronchiolitis, unspecified","Acute bronchiolitis, unspecified",Acute bronchiolitis
